Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,roads,dump_sites,agricultural_fields,Air Quality,Latitude,Longitude
26.4,60.3,6.5,13.2,21.8,5.1,0.88,11.1,412,35,3,8,,23.38684871627604,81.49967156383725
23.9,61.4,28.2,40.3,37.0,11.3,1.56,6.9,559,38,0,6,,15.545811992124968,73.96040622762932
23.9,61.8,3.2,9.9,18.6,5.2,0.93,13.6,438,17,1,5,,25.31525830553846,79.73087612859167
32.5,71.3,11.8,30.9,26.1,23.5,2.16,5.4,730,26,3,7,,21.17879527342989,79.05638191027083
38.7,71.9,5.4,31.0,50.3,15.6,2.81,6.4,503,25,3,4,,18.875872604200634,79.73876100532955
32.4,83.3,2.3,18.4,30.9,15.1,1.54,5.0,355,23,1,7,,17.576555856313618,76.67010726309353
26.7,71.3,6.2,12.7,23.6,5.9,1.04,11.1,389,47,2,2,,20.306306715961746,81.81003788820165
50.9,79.9,22.5,52.0,38.2,9.0,2.65,8.4,611,34,3,2,,23.510691132142707,74.71203888280567
34.7,88.9,8.9,16.1,33.3,8.5,1.19,6.0,447,17,1,0,,18.438822251374024,83.03638504621996
33.5,56.1,0.1,8.8,31.2,5.7,1.41,5.6,351,39,0,14,,23.391014967237737,74.13231304259841
26.0,54.9,16.6,22.4,21.3,7.0,1.02,12.2,210,51,2,6,,16.890795308359667,82.57773614081273
28.2,68.1,7.2,9.1,20.8,4.7,1.07,10.2,379,40,3,10,,16.1619496029332,79.90735797379068
23.4,42.5,1.9,6.4,20.6,4.3,1.19,11.3,493,14,2,1,,21.01436406392584,76.6710146839722
25.6,52.6,1.9,3.6,13.5,6.2,1.07,11.4,492,25,3,5,,22.090949559758403,74.91202615039603
22.5,41.5,0.3,7.1,17.3,3.2,1.01,11.4,212,42,0,8,,16.963495989669894,82.93365357003012
33.5,75.7,2.3,18.1,29.4,10.1,1.45,6.0,633,22,2,11,,22.0522464426938,78.69548873710752
47.2,78.4,17.9,46.0,42.9,21.1,2.36,2.8,517,34,4,3,,21.450019484830413,82.06816829730126
35.8,60.1,2.9,13.9,22.2,14.5,1.59,7.7,661,37,4,4,,24.928968927356042,75.58616046438937
29.5,72.7,9.3,25.0,21.2,9.7,1.59,7.5,404,20,2,2,,17.48343342491516,76.35610456032076
31.7,47.3,1.2,6.9,11.5,5.5,1.18,15.7,451,29,2,5,,25.069196997765633,83.3710501556603
21.5,73.3,1.8,8.5,18.6,8.3,0.94,13.1,207,0,1,1,,18.36285911157851,79.44928292946594
40.0,66.1,21.7,41.3,28.1,2.7,1.66,5.9,745,19,1,0,,22.669606860562613,76.47260812927736
39.1,82.4,24.3,49.8,28.2,11.5,2.03,8.5,818,27,0,7,,24.942623201072195,78.88639566266019
27.2,43.8,18.4,23.1,21.5,2.6,1.03,12.1,253,17,2,8,,20.515508851095603,82.4272629522892
39.6,96.2,47.1,65.4,35.8,17.1,2.03,5.2,661,46,0,1,,20.92619150337696,77.3955629834404
40.2,91.9,22.3,34.2,43.7,17.4,2.07,3.1,900,15,1,3,,20.13461090521413,82.80794055945772
26.4,77.1,20.6,24.8,24.1,12.4,1.46,6.7,576,25,3,5,,24.218650348200335,75.79818097822157
47.4,93.1,72.7,96.6,34.3,14.9,2.54,5.7,797,31,0,12,,19.16636196919265,74.75468332964503
29.7,74.4,0.6,6.0,22.4,3.5,0.74,11.6,583,44,2,0,,23.5070933574048,75.04452515264711
25.2,63.2,8.9,19.6,41.7,9.9,2.14,5.1,473,15,1,7,,21.22094211550875,77.03703953007123
25.0,75.7,4.7,9.3,21.2,5.2,1.15,16.0,541,41,2,8,,19.22009384074631,78.03216686408064
30.8,67.6,6.0,15.4,29.2,6.0,1.42,8.7,564,30,0,3,,20.279733620303247,76.03500547988135
30.2,56.8,0.2,4.7,24.6,10.2,1.49,5.3,696,20,2,4,,18.495456186626,75.55021693179133
21.5,74.6,0.3,8.1,15.9,6.3,1.02,15.6,381,34,1,7,,16.015781145856103,81.11410279142534
33.1,84.4,3.7,9.5,17.2,8.9,1.61,5.7,504,31,3,5,,17.592954637874694,83.2841471927117
24.1,47.5,22.8,26.0,26.5,4.1,0.91,12.2,406,23,3,12,,16.998532490833792,79.25306142263021
35.4,84.6,34.1,42.9,23.9,9.4,1.63,9.1,629,30,2,6,,23.57605915112469,77.25815090858673
25.8,76.6,8.6,16.5,22.4,6.2,0.99,16.7,514,26,2,9,,16.027795526186743,82.76415197035827
24.7,51.4,18.6,23.5,17.1,5.5,1.01,12.1,443,31,2,7,,15.535952916632064,79.29106247929181
23.1,100.8,7.4,30.0,28.5,16.3,1.8,7.2,711,36,0,8,,17.448240288676626,79.25843348214921
54.6,90.7,48.9,62.9,30.1,11.5,2.74,3.7,617,45,2,2,,17.760878501371778,79.72327242786167
35.9,87.0,26.4,34.1,29.2,17.2,1.33,6.5,619,17,2,6,,17.221638811931392,80.67547512671851
30.5,75.1,21.5,34.0,25.6,7.6,1.21,6.1,401,51,1,5,,20.690887964895975,79.25741784093287
32.0,48.8,0.7,15.8,16.9,8.6,1.65,5.2,662,10,3,3,,16.00911186208255,76.30458400432018
28.3,52.1,5.1,9.8,19.3,2.7,0.9,10.9,271,28,1,9,,23.84244124863251,76.9005119725868
31.2,75.9,57.6,80.4,38.9,28.6,2.15,3.4,463,35,1,0,,25.320783918448033,79.43466159127794
27.5,55.1,3.8,14.9,20.3,5.2,1.38,6.3,629,32,2,11,,25.3617661323834,74.4802429202657
42.7,63.3,82.1,103.4,45.4,29.3,2.26,7.4,747,23,1,0,,24.95447402426396,78.28883167441465
30.2,77.2,34.4,44.0,33.6,12.7,1.34,6.4,372,27,1,5,,20.13859363422148,77.05688669343577
36.0,70.7,69.5,78.1,29.1,16.2,2.28,7.2,420,25,0,9,,18.272884902583147,76.643803367037
36.5,103.6,19.1,50.4,49.3,7.4,2.15,3.3,879,24,3,1,,17.013302783909882,75.78618205470829
26.3,54.7,2.0,8.2,27.9,3.4,1.05,17.0,330,38,2,7,,23.220795580070217,76.21165476910963
53.1,70.2,60.3,81.9,32.2,16.0,2.28,2.7,526,33,2,7,,17.731169583988734,77.19626094318669
26.5,52.8,1.2,10.0,26.5,3.4,0.91,12.1,377,23,4,7,,17.236274077058006,82.55225694047934
20.3,66.8,18.9,21.1,25.5,5.0,0.96,11.3,416,38,1,4,,22.070908168864236,78.78963923425555
30.0,66.1,17.3,25.3,30.5,6.0,1.55,8.0,482,33,3,4,,17.284498755956164,79.02900311028125
32.0,79.0,117.8,127.8,39.4,28.4,2.75,9.2,774,38,2,0,,22.38984976376521,77.20397936995602
26.2,41.0,0.3,6.4,23.4,7.3,1.05,10.5,432,36,2,5,,18.209169572289518,83.16612442037786
24.6,46.5,5.9,13.0,14.2,6.7,0.96,10.5,547,21,1,9,,18.80406179025791,83.72068136890123
24.3,72.9,1.9,10.4,22.7,2.1,0.89,10.8,300,24,3,4,,24.470709120943447,74.3052103788352
22.7,70.9,15.8,19.6,17.4,5.6,0.99,11.4,516,37,1,4,,22.15953847956343,76.23283764918658
23.8,57.9,21.9,27.3,21.9,4.3,1.02,11.1,336,36,2,12,,21.330990719029522,83.63426959287739
24.3,69.1,60.1,76.5,21.4,9.2,1.44,5.7,512,29,1,5,,21.792172998613935,75.01590309862736
32.7,94.8,7.8,15.2,34.1,9.8,1.63,5.4,392,31,3,7,,23.861660103605274,74.34983142344119
29.0,51.7,8.4,13.0,16.5,5.0,1.01,10.1,226,42,3,8,,17.023736966312327,80.25871469816386
27.7,69.1,13.6,19.1,21.6,4.6,1.07,10.5,231,24,1,5,,24.845338223944545,79.18814865412682
24.6,64.6,17.1,20.3,20.5,6.7,0.9,10.5,355,35,2,8,,21.41520190435579,77.37128051231427
21.9,77.4,21.1,27.8,21.1,4.5,1.03,10.0,384,27,0,9,,24.64054987350852,76.72297520179899
23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,27,2,9,,19.089549903458995,81.7116022179855
26.7,41.8,1.5,6.5,25.5,2.5,1.07,10.5,303,40,2,10,,18.874505492076814,77.55984143801881
32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534,38,0,0,,17.018819052616582,78.11926091544687
28.9,109.5,3.6,21.7,62.1,13.5,2.35,2.7,678,38,3,1,,20.13219845271935,80.6120016838176
29.7,80.8,7.3,14.8,30.4,7.2,1.73,8.4,606,43,4,3,,19.631411070524212,75.63786268736098
20.0,79.1,1.4,3.5,22.5,4.8,0.89,10.3,407,30,0,2,,18.135777713179642,75.57530256846964
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,485,36,3,3,,17.813147502050747,79.37667130220797
21.8,69.0,0.7,7.9,10.2,6.3,0.95,11.6,489,26,1,9,,16.368912607567893,80.49204772258045
20.5,58.3,1.8,6.7,14.6,4.8,0.78,16.0,260,33,2,6,,17.084743355863086,78.04871824465107
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439,28,3,5,,25.220158742804283,81.21779240687167
22.2,74.0,90.0,99.8,29.1,10.7,1.94,5.2,573,30,2,5,,16.923855010187157,78.9646842871547
40.6,95.1,37.4,46.7,42.9,21.3,2.16,2.8,679,35,0,4,,25.35565732609793,74.98228578209077
33.2,60.0,54.5,65.5,20.2,7.9,1.42,9.0,418,21,0,5,,19.0328264113084,82.38313504161488
28.5,69.0,16.3,25.3,23.0,7.7,1.71,5.5,344,50,1,11,,17.587214680119875,75.87049328964031
30.3,86.7,6.2,30.2,36.5,17.8,2.31,2.9,465,19,4,0,,22.563355560566777,83.87899122982122
34.9,96.2,48.5,66.5,29.0,15.2,2.4,6.0,569,17,1,11,,19.180575745231877,75.23453192493187
28.0,76.6,24.8,35.9,28.1,13.4,1.53,7.4,440,41,0,15,,18.68562144029027,81.71726886409608
27.0,92.6,9.9,20.1,24.3,11.1,1.19,6.2,453,37,2,11,,20.13501652329069,83.81379783838906
24.1,65.6,0.2,7.1,24.7,6.1,1.1,13.2,370,36,0,2,,22.86619163759444,80.35164161269064
34.0,63.3,3.0,23.6,28.6,14.2,2.07,10.1,548,36,3,4,,22.87391562141623,75.68854732309484
25.7,69.3,64.5,78.8,26.5,10.3,1.87,12.2,579,29,3,10,,22.478332252420028,80.05223077824077
23.5,62.5,1.8,7.3,25.2,3.4,1.16,11.7,501,21,2,5,,21.221642113418582,83.77153226066746
22.1,50.4,4.0,11.5,14.3,9.7,0.95,13.6,466,30,4,3,,19.02700609510059,74.12101938010095
29.6,44.2,24.7,27.3,27.5,7.7,1.01,10.5,315,23,0,5,,23.800448582728823,74.05325954997016
38.8,90.1,63.2,69.5,44.7,23.5,2.35,3.5,771,39,4,1,,17.560906022575335,82.8257756193375
29.8,62.8,22.2,32.8,36.9,1.1,1.55,5.0,437,28,1,5,,22.916721498501445,75.6772576809208
26.6,54.5,3.9,10.3,24.2,5.5,1.09,10.3,580,21,2,1,,22.484699288481114,76.80691006491173
35.5,84.7,9.4,20.0,25.3,14.9,1.55,6.7,626,26,1,8,,19.929202809057976,73.9176836951653
37.1,72.4,60.3,68.4,35.5,14.0,2.17,3.4,580,34,1,2,,24.548671122425723,77.1969127369188
35.4,65.0,22.6,46.2,37.5,23.0,2.01,3.7,509,24,4,6,,16.582178335308438,83.88254334784801
42.2,66.0,33.3,51.4,48.0,12.8,2.54,3.6,709,21,0,4,,24.26967845949165,78.35673117538724
24.7,79.4,5.9,9.0,19.3,0.7,0.91,10.6,219,32,0,7,,20.98224855757656,82.51553985551537
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,487,32,3,9,,19.834094163640344,79.1078067422354
20.8,68.0,7.4,11.4,10.6,7.4,0.95,10.8,316,24,1,7,,17.272431457090875,79.79408521519994
21.7,45.4,19.9,25.3,22.8,3.9,0.78,13.8,385,25,2,3,,19.818910022124317,74.24289714525014
34.4,85.0,31.7,53.6,50.5,35.4,2.5,3.8,822,32,1,3,,19.149745691505963,78.75558330069578
19.4,70.6,8.2,14.2,21.1,0.4,0.99,10.2,262,15,2,15,,18.33733754433494,82.3844867765709
26.0,68.3,7.8,13.9,11.7,2.7,0.99,12.3,307,15,3,9,,21.096818441073722,77.44788345036572
50.3,97.4,17.5,38.7,46.5,32.9,2.49,4.8,588,22,3,5,,20.089411442299163,81.63296480005137
20.5,80.0,1.0,3.2,23.6,2.8,0.91,13.4,276,27,1,3,,23.939851655949028,74.18239580420956
36.7,75.1,19.7,40.7,38.1,26.6,2.67,11.5,875,33,1,0,,21.12593339645661,80.17378677348995
24.3,44.2,9.5,12.5,18.8,-0.2,0.83,10.6,341,44,1,10,,18.508530672354837,79.84543929191518
34.0,73.4,3.5,18.7,29.6,8.2,1.38,6.5,522,38,2,3,,22.32584163288413,78.13368770293776
37.0,93.9,17.0,34.1,33.3,11.4,1.86,3.1,684,28,2,10,,20.601877944293847,82.45834240602223
29.2,60.6,1.7,16.0,32.7,13.3,1.91,7.2,637,29,4,9,,25.008357847484234,77.55340296767163
23.1,43.1,4.1,7.9,22.7,8.0,1.03,10.1,499,19,4,11,,23.42407346482282,82.54072030127585
19.6,55.5,0.1,3.9,18.9,5.3,1.1,10.6,198,29,4,9,,15.527532438574253,80.8335577172031
26.3,66.7,1.3,5.7,16.4,5.9,0.97,15.6,205,27,2,5,,15.74959051062222,74.50738190705353
24.0,56.9,2.9,6.9,13.0,8.2,1.14,11.3,360,33,2,6,,18.481826975076306,81.26451683045674
24.3,48.2,16.8,25.9,19.4,3.9,0.97,14.8,544,21,0,6,,20.11914863986135,82.61326802010747
25.3,77.0,4.6,11.2,20.1,6.4,1.03,11.3,282,35,2,4,,24.96786582336581,82.77593576735774
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,45,1,0,,18.592387032941662,77.72581022925984
44.0,80.4,18.0,29.5,27.9,8.5,2.12,4.1,685,28,2,0,,18.070922573082683,80.55160572641503
22.6,46.7,19.2,26.8,26.5,6.7,0.82,13.7,354,34,2,9,,15.955692838115416,79.24534670357097
30.8,47.7,11.0,16.4,25.7,5.5,1.11,10.1,332,36,1,5,,21.478638296900108,81.74113617070395
22.5,68.9,3.9,8.4,12.8,4.8,1.08,10.5,447,25,5,9,,19.429413271908114,74.47044199708873
43.3,59.3,62.2,74.7,33.0,19.2,2.44,3.6,801,32,1,4,,18.699226841123803,78.20267915848473
26.7,54.1,4.7,16.1,21.0,6.3,1.24,5.7,613,30,3,5,,23.875423597902582,76.50367344339385
27.3,67.7,2.4,9.2,24.6,7.6,1.13,11.1,249,30,2,9,,16.492522440016156,79.19137724645036
26.3,47.2,3.0,5.5,24.7,0.7,1.08,10.7,368,22,3,12,,24.160295824116027,82.92708948285376
38.1,61.3,8.5,27.1,21.9,13.0,1.61,5.5,343,30,4,4,,16.27864732653554,81.34707250924413
44.8,113.0,30.2,52.0,41.5,23.3,2.53,3.3,677,34,1,1,,23.651462654976157,77.46681769617982
26.6,55.2,9.7,11.1,23.5,15.7,1.87,7.1,576,44,0,10,,22.72971148969379,78.38460779864634
35.7,49.1,18.1,26.5,29.1,13.4,2.24,3.9,649,39,4,4,,19.329730070561027,83.09524203756482
30.6,72.5,7.3,12.3,28.1,10.0,1.68,5.4,555,51,3,4,,18.205800791529573,77.99349905417323
33.4,86.5,169.2,194.7,48.7,4.6,2.36,6.5,737,22,1,4,,15.618050267282047,83.67182840079059
27.8,74.4,13.2,22.2,22.8,6.5,1.69,5.4,422,38,2,3,,17.857635799117098,74.15789170967717
30.7,76.4,18.3,31.9,27.6,11.6,1.54,5.9,516,31,4,9,,19.722781596283376,82.52737720620442
23.5,67.6,0.2,4.3,24.5,6.4,1.19,14.6,412,51,3,0,,25.167253564396653,75.3618443650303
39.0,87.2,32.8,43.8,29.9,9.0,1.03,7.6,482,21,1,6,,18.64800546418196,80.71187944099353
33.5,43.8,46.5,61.9,22.9,5.2,1.71,10.8,523,21,0,6,,23.587555150101593,78.99618807829125
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,24,4,3,,24.050262851419532,75.01406140018571
21.8,53.6,1.9,13.1,20.8,9.0,1.43,5.0,309,8,1,12,,19.687612972334225,83.80061688082607
27.4,64.6,21.8,37.7,22.3,5.6,1.45,6.4,465,24,1,9,,19.90725702729246,79.60458184507877
31.3,65.1,26.0,33.8,27.3,22.0,2.01,4.4,631,22,3,4,,24.850957511497192,76.40353909913625
29.9,86.8,33.4,41.3,20.6,8.3,1.46,10.6,295,31,3,5,,20.62034540621654,78.47697275607578
30.6,93.2,5.5,9.5,28.7,15.3,1.41,5.9,393,33,2,9,,15.600614622326695,78.09556418930588
36.6,68.4,28.3,42.4,44.2,6.6,2.11,3.8,726,48,0,6,,22.184705759281943,83.44838613517227
28.2,50.1,8.9,16.9,17.6,0.8,1.05,10.4,291,39,3,11,,19.76742348554889,76.50374371862475
42.1,87.0,83.5,97.7,42.5,5.3,2.18,11.6,712,24,1,8,,17.007114433685608,78.36398647057514
25.6,49.2,1.5,5.8,10.9,3.8,1.04,15.7,293,21,1,7,,18.356947107922284,81.21161419169452
35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,560,34,2,6,,19.30815327306868,81.12328860050233
31.5,71.1,20.4,35.1,39.2,10.9,2.11,10.5,562,16,1,18,,23.122561622574842,83.03443834557496
41.1,71.6,6.9,30.1,37.9,8.3,1.8,3.8,713,48,1,1,,19.930398057842176,82.58674032378501
25.6,66.5,8.5,14.5,12.9,3.7,0.94,13.2,354,41,2,1,,23.916902821033872,78.94604126415965
24.9,47.8,3.3,7.8,17.1,6.7,1.05,13.4,581,25,1,5,,25.082785306173392,77.2898835672264
24.8,58.3,13.8,19.1,14.5,9.5,1.0,12.2,437,12,3,11,,21.324163567974793,80.89771514441057
27.6,73.0,9.8,18.7,29.8,19.9,1.62,4.6,705,43,1,0,,20.920845192824725,82.3316428945945
32.4,80.4,36.4,52.2,36.8,21.1,1.76,9.0,643,28,1,0,,17.414511373083055,78.4677577250176
34.4,72.7,26.3,39.6,29.3,14.9,1.51,9.0,439,42,4,4,,21.618508257827504,83.4711280748925
27.8,49.2,9.9,14.9,23.8,7.4,1.04,10.5,441,14,1,14,,17.801467842950146,75.38738588845357
41.7,93.9,8.3,22.4,36.1,22.3,2.06,3.8,497,24,3,6,,19.822953536031715,77.00706344687205
30.2,61.0,21.4,31.3,18.7,7.4,1.48,6.9,638,30,1,1,,25.478470671050246,77.2154877697307
27.1,51.4,33.1,36.6,12.1,8.4,1.03,11.1,241,30,0,9,,18.467704450934708,78.9513086312718
40.3,89.3,193.1,212.6,39.0,18.2,2.32,10.2,758,25,3,12,,20.718940365197717,77.28362909935667
24.4,77.3,19.6,24.8,41.2,17.6,1.85,3.8,656,36,1,3,,17.14767339056542,79.22649634126151
28.9,56.2,30.9,40.8,23.7,9.1,1.63,6.4,572,19,0,7,,16.255734106045292,76.70608996416932
26.6,38.3,9.7,14.7,20.3,5.2,1.07,11.4,375,28,3,6,,21.41255222380211,83.7277989763904
24.4,48.1,14.8,19.8,24.5,4.3,0.87,12.0,381,31,1,8,,20.48657907907529,79.70107802033765
27.4,44.7,12.7,22.1,22.0,8.7,1.18,5.8,363,35,1,4,,20.47404354401344,79.27961173253468
32.8,90.8,3.6,15.0,33.4,25.2,1.6,4.0,643,37,4,8,,17.57047633581567,77.8814555935163
36.6,49.9,2.0,14.5,30.5,9.1,1.29,5.4,565,18,2,9,,25.46411045516858,78.36189144833973
35.7,73.1,2.8,7.9,26.9,14.5,1.77,6.2,421,14,3,8,,21.19007852511218,80.85068140565423
31.0,76.0,64.6,88.8,43.9,4.1,2.35,4.9,804,42,2,0,,16.295883302459245,77.16927248109312
36.7,81.2,17.3,37.3,32.9,17.5,1.9,4.0,445,33,1,0,,18.993374944231544,79.19556878122788
24.2,55.2,11.6,28.8,24.8,9.9,1.5,7.8,350,22,0,3,,18.579308248639496,83.43400306934886
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,45,2,7,,24.528924528582287,83.87860185700598
33.0,56.9,17.9,20.6,33.1,7.0,1.84,5.6,606,31,0,8,,18.243188057530787,76.72828158813185
20.9,69.9,0.4,6.7,23.2,4.4,0.87,15.2,520,41,3,1,,17.75599396267503,81.09271965984416
25.7,42.0,10.0,17.4,22.7,7.2,1.16,10.4,384,30,1,7,,17.216143895724095,83.04993997606144
30.0,87.5,33.8,43.1,28.7,12.2,1.63,6.3,561,50,0,9,,19.255460459557625,81.73183842687011
23.7,73.8,3.1,4.2,11.1,4.1,0.97,14.5,447,47,1,8,,17.403468631253965,75.49717245169425
21.2,64.0,0.8,7.1,15.7,4.7,0.87,13.1,456,27,1,4,,22.060087653033605,78.9753039363631
23.1,43.9,5.9,8.1,20.4,5.4,1.06,11.1,564,39,4,4,,21.630732579100147,75.12350145925126
21.7,53.2,10.9,15.2,25.4,6.7,1.02,16.2,301,36,3,0,,20.422974706891196,82.32960665788899
23.5,46.1,2.8,8.1,24.4,6.4,1.09,11.9,357,43,3,12,,22.88949441701636,79.89558625179197
39.2,73.7,23.5,44.1,43.7,15.4,2.49,3.0,787,20,1,7,,24.229894970699114,83.54137198873374
37.3,59.7,12.2,26.6,37.7,24.1,2.25,4.1,640,36,2,0,,23.72168498852066,78.65305214173964
32.9,110.4,20.8,40.4,32.0,25.8,2.5,5.0,775,40,3,10,,23.254732343619022,74.78214205296783
32.9,63.2,13.1,24.0,23.1,4.1,1.32,11.1,522,12,3,8,,19.911870155366692,77.23446442090602
32.5,55.7,5.6,10.7,26.0,12.7,1.54,5.7,298,18,4,10,,21.406658407860707,80.41638054358421
37.6,90.9,76.1,78.8,38.6,11.1,1.74,4.7,506,9,0,3,,15.602428034434768,75.18464503312906
24.0,45.4,0.8,6.6,13.5,5.0,1.11,12.1,603,27,0,4,,15.902315248081088,82.14493393096632
33.1,69.0,6.8,15.0,36.9,15.0,1.55,3.7,712,37,3,2,,23.91630010818622,83.32738268815217
33.6,46.6,4.1,9.1,21.0,5.8,0.92,13.8,204,45,2,14,,23.37460943438842,79.61558102442635
23.9,56.6,43.9,53.1,16.5,7.1,1.13,10.8,520,30,1,3,,24.93294240979402,76.67122540759956
32.0,71.7,7.6,19.2,22.9,10.4,1.28,5.4,560,46,1,2,,18.91481673705266,82.76852107822893
20.5,56.2,3.8,10.4,12.3,3.1,0.98,14.5,459,16,1,3,,22.79165130794207,83.32301923145884
26.8,60.5,1.3,9.1,16.4,4.6,0.94,11.5,359,12,3,4,,16.741797037865766,74.38503843044654
29.7,75.5,27.5,33.0,23.8,8.2,1.32,7.3,554,29,1,12,,15.805302322101184,79.67604534840407
28.5,66.5,42.6,52.4,23.2,9.6,1.63,7.9,463,33,0,7,,18.293651033768473,74.81469908263024
36.2,95.0,9.8,31.8,34.3,24.1,2.12,6.9,681,29,1,10,,21.65909516156914,81.16865033890147
20.9,50.7,0.7,7.2,11.5,3.2,0.82,12.2,298,9,5,7,,15.631058062855622,77.53226041838352
26.4,58.4,10.6,15.2,26.4,6.8,1.0,10.0,350,29,1,5,,22.972337982286852,79.40048567197897
28.4,38.8,1.8,8.4,10.5,5.6,0.99,12.5,560,16,0,1,,18.075967761697086,74.99162252616917
24.1,67.6,2.9,8.9,10.8,4.4,0.96,12.4,480,36,3,12,,16.141988899761632,75.51252083551707
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,33,2,9,,23.00771838021041,75.34296018721311
25.9,44.8,1.7,7.4,24.4,6.4,0.97,10.4,574,20,1,10,,19.66830477818918,76.39512195378337
26.7,56.9,5.8,10.7,17.3,5.7,0.83,10.9,257,24,1,9,,24.00156801065042,76.32818307355001
30.7,76.4,13.8,18.9,23.5,2.8,0.9,12.9,302,19,4,3,,18.609631093051263,80.58345521332207
38.3,86.8,38.0,50.8,22.5,7.1,1.41,5.4,311,29,1,7,,24.593300255665756,80.74764390619802
24.2,58.2,35.6,39.3,16.7,5.0,0.92,10.6,360,39,2,10,,21.04178204497081,81.45286540699098
40.9,81.8,0.7,15.7,27.7,17.9,1.82,5.9,577,20,2,9,,21.672714887003934,80.49269506914537
16.4,46.2,16.8,20.2,16.0,1.6,0.8,14.4,189,35,1,6,,24.281410205678664,73.96067499286471
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,24,4,13,,20.27454909289291,77.97304786221724
27.8,94.0,44.7,59.3,29.8,12.5,1.46,5.7,687,22,1,8,,16.484127714538843,77.67077732586255
26.5,59.9,92.7,98.0,25.4,-0.5,0.92,11.6,485,28,0,11,,19.586976569957447,77.17746066312343
22.0,69.7,32.0,34.7,28.9,3.8,1.21,10.6,239,19,2,6,,18.776045422696427,83.63679618498139
40.1,61.7,2.3,17.0,31.4,21.5,2.13,4.8,788,24,0,4,,25.131683719132894,80.13489194710014
24.1,70.9,5.0,9.7,17.4,2.2,0.97,13.7,366,18,3,9,,18.41007521246497,80.6820021288959
31.6,55.9,22.2,30.6,22.9,8.2,1.46,6.4,581,49,0,8,,21.621808669650317,77.63705137694816
31.8,106.5,18.7,34.3,32.8,19.2,2.79,4.1,670,30,5,7,,16.794879883112824,75.73221024982575
33.2,76.0,78.8,87.1,27.7,13.1,1.36,9.0,679,23,3,2,,25.015493055720434,79.31885421000754
31.2,75.2,56.6,62.7,23.7,15.6,1.4,5.8,480,32,1,10,,17.28372512792776,76.8031361215806
24.1,43.5,0.0,5.1,13.8,5.2,0.91,11.8,399,28,2,2,,20.180642111231705,76.5326476356938
27.1,101.5,8.8,6.7,44.8,28.1,2.34,2.8,645,27,2,9,,18.959110765623493,80.34514959447449
27.7,54.0,17.6,23.2,24.6,11.1,1.27,7.8,638,36,2,1,,17.89013561799102,76.86037932194965
29.2,60.8,28.6,47.1,32.4,25.0,1.41,4.9,611,37,1,2,,21.081505389214932,75.36416391397361
27.1,50.4,45.6,51.1,14.3,6.4,1.1,10.3,371,24,4,7,,18.84295534257969,75.43709807170599
36.3,71.7,3.7,10.5,27.1,6.6,1.29,5.6,488,24,1,8,,20.52369473555005,77.93219895773511
27.7,76.3,12.7,17.5,24.9,7.8,1.02,11.5,536,27,4,6,,24.948065861702876,76.79423593863419
39.3,67.4,12.1,19.7,22.3,7.5,1.75,5.1,514,6,0,3,,18.764550159097507,75.79947287904986
25.0,77.9,2.1,8.6,12.3,-0.3,1.09,14.1,269,14,2,10,,24.386409877188026,76.35542444350051
24.3,67.2,7.3,11.5,24.4,4.0,1.14,11.3,277,43,2,6,,22.20852343341487,74.93560417479904
38.6,80.8,52.5,73.9,38.4,27.2,2.16,4.2,707,46,1,6,,19.821383132866966,82.03309465292331
22.7,69.7,9.6,24.8,32.8,14.1,1.45,5.2,607,27,4,5,,22.378368860067855,78.76611715948663
24.0,57.3,0.0,4.7,28.2,5.7,0.89,10.9,442,35,2,3,,22.042342844515463,82.81623147950263
31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,33,4,10,,20.86272912135516,79.47088791958753
33.7,98.2,51.8,64.9,35.3,8.9,2.29,6.4,685,60,2,3,,24.074083996538597,81.05294160102335
22.3,74.3,6.5,10.9,20.7,7.6,0.92,13.0,210,41,3,12,,23.59466519627788,79.6886087790827
27.0,45.8,1.7,6.0,13.0,6.9,0.92,10.9,233,28,3,2,,19.977828672216933,77.49627405693182
23.5,66.6,13.7,20.0,20.2,5.9,0.77,11.3,347,20,1,7,,15.61686052950261,77.7974141636579
37.0,59.3,20.7,31.3,25.3,8.6,1.22,7.5,430,13,0,6,,25.233028261985595,80.93943804292398
21.0,90.0,57.9,74.0,19.4,17.1,1.93,3.7,498,32,1,5,,18.64086604761033,83.76543455365389
26.9,45.5,15.2,19.5,13.8,6.2,0.91,11.5,239,22,2,8,,23.92424159215459,81.00789346978209
27.4,67.5,32.7,40.7,21.2,4.6,1.57,6.8,458,15,2,9,,16.789108020771387,77.1002257863589
